,date,state,fips,cumulative_cases,cumulative_deaths,year,month,year_month,deaths,cases,7day_avg_deaths,7day_avg_cases
0,2020-03-13,Alabama,01,6,0,2020,3,2020-03,0,6,,
1,2020-03-14,Alabama,01,12,0,2020,3,2020-03,0,6,,
2,2020-03-15,Alabama,01,23,0,2020,3,2020-03,0,11,,
3,2020-03-16,Alabama,01,29,0,2020,3,2020-03,0,6,,
4,2020-03-17,Alabama,01,39,0,2020,3,2020-03,0,10,,
5,2020-03-18,Alabama,01,51,0,2020,3,2020-03,0,12,,
6,2020-03-19,Alabama,01,78,0,2020,3,2020-03,0,27,0.0,11.142857142857142
7,2020-03-20,Alabama,01,106,0,2020,3,2020-03,0,28,0.0,14.285714285714286
8,2020-03-21,Alabama,01,131,0,2020,3,2020-03,0,25,0.0,17.0
9,2020-03-22,Alabama,01,157,0,2020,3,2020-03,0,26,0.0,19.142857142857142
10,2020-03-23,Alabama,01,196,0,2020,3,2020-03,0,39,0.0,23.857142857142858
11,2020-03-24,Alabama,01,242,0,2020,3,2020-03,0,46,0.0,29.0
12,2020-03-25,Alabama,01,386,1,2020,3,2020-03,1,144,0.14285714285714285,47.857142857142854
13,2020-03-26,Alabama,01,538,3,2020,3,2020-03,2,152,0.42857142857142855,65.71428571428571
14,2020-03-27,Alabama,01,639,4,2020,3,2020-03,1,101,0.5714285714285714,76.14285714285714
15,2020-03-28,Alabama,01,720,4,2020,3,2020-03,0,81,0.5714285714285714,84.14285714285714
16,2020-03-29,Alabama,01,830,5,2020,3,2020-03,1,110,0.7142857142857143,96.14285714285714
17,2020-03-30,Alabama,01,947,11,2020,3,2020-03,6,117,1.5714285714285714,107.28571428571429
18,2020-03-31,Alabama,01,999,14,2020,3,2020-03,3,52,2.0,108.14285714285714
19,2020-04-01,Alabama,01,1108,28,2020,4,2020-04,14,109,3.857142857142857,103.14285714285714
20,2020-04-02,Alabama,01,1270,32,2020,4,2020-04,4,162,4.142857142857143,104.57142857142857
21,2020-04-03,Alabama,01,1535,38,2020,4,2020-04,6,265,4.857142857142857,128.0
22,2020-04-04,Alabama,01,1632,44,2020,4,2020-04,6,97,5.714285714285714,130.28571428571428
23,2020-04-05,Alabama,01,1840,45,2020,4,2020-04,1,208,5.714285714285714,144.28571428571428
24,2020-04-06,Alabama,01,2005,53,2020,4,2020-04,8,165,6.0,151.14285714285714
25,2020-04-07,Alabama,01,2197,64,2020,4,2020-04,11,192,7.142857142857143,171.14285714285714
26,2020-04-08,Alabama,01,2498,67,2020,4,2020-04,3,301,5.571428571428571,198.57142857142858
27,2020-04-09,Alabama,01,2838,78,2020,4,2020-04,11,340,6.571428571428571,224.0
28,2020-04-10,Alabama,01,3008,80,2020,4,2020-04,2,170,6.0,210.42857142857142
29,2020-04-11,Alabama,01,3262,93,2020,4,2020-04,13,254,7.0,232.85714285714286
30,2020-04-12,Alabama,01,3583,93,2020,4,2020-04,0,321,6.857142857142857,249.0
31,2020-04-13,Alabama,01,3805,104,2020,4,2020-04,11,222,7.285714285714286,257.14285714285717
32,2020-04-14,Alabama,01,3953,114,2020,4,2020-04,10,148,7.142857142857143,250.85714285714286
33,2020-04-15,Alabama,01,4241,123,2020,4,2020-04,9,288,8.0,249.0
34,2020-04-16,Alabama,01,4404,137,2020,4,2020-04,14,163,8.428571428571429,223.71428571428572
35,2020-04-17,Alabama,01,4572,151,2020,4,2020-04,14,168,10.142857142857142,223.42857142857142
36,2020-04-18,Alabama,01,4723,147,2020,4,2020-04,0,151,8.285714285714286,208.71428571428572
37,2020-04-19,Alabama,01,4903,160,2020,4,2020-04,13,180,10.142857142857142,188.57142857142858
38,2020-04-20,Alabama,01,5078,164,2020,4,2020-04,4,175,9.142857142857142,181.85714285714286
39,2020-04-21,Alabama,01,5327,186,2020,4,2020-04,22,249,10.857142857142858,196.28571428571428
40,2020-04-22,Alabama,01,5610,201,2020,4,2020-04,15,283,11.714285714285714,195.57142857142858
41,2020-04-23,Alabama,01,5832,197,2020,4,2020-04,0,222,9.714285714285714,204.0
42,2020-04-24,Alabama,01,6026,209,2020,4,2020-04,12,194,9.428571428571429,207.71428571428572
43,2020-04-25,Alabama,01,6213,213,2020,4,2020-04,4,187,10.0,212.85714285714286
44,2020-04-26,Alabama,01,6421,219,2020,4,2020-04,6,208,9.0,216.85714285714286
45,2020-04-27,Alabama,01,6539,228,2020,4,2020-04,9,118,9.714285714285714,208.71428571428572
46,2020-04-28,Alabama,01,6750,242,2020,4,2020-04,14,211,8.571428571428571,203.28571428571428
47,2020-04-29,Alabama,01,6925,262,2020,4,2020-04,20,175,9.285714285714286,187.85714285714286
48,2020-04-30,Alabama,01,7068,272,2020,4,2020-04,10,143,10.714285714285714,176.57142857142858
49,2020-05-01,Alabama,01,7294,289,2020,5,2020-05,17,226,11.428571428571429,181.14285714285714
50,2020-05-02,Alabama,01,7611,288,2020,5,2020-05,0,317,10.857142857142858,199.71428571428572
51,2020-05-03,Alabama,01,7888,290,2020,5,2020-05,2,277,10.285714285714286,209.57142857142858
52,2020-05-04,Alabama,01,8112,298,2020,5,2020-05,8,224,10.142857142857142,224.71428571428572
53,2020-05-05,Alabama,01,8437,315,2020,5,2020-05,17,325,10.571428571428571,241.0
54,2020-05-06,Alabama,01,8691,343,2020,5,2020-05,28,254,11.714285714285714,252.28571428571428
55,2020-05-07,Alabama,01,9046,369,2020,5,2020-05,26,355,14.0,282.57142857142856
56,2020-05-08,Alabama,01,9385,383,2020,5,2020-05,14,339,13.571428571428571,298.7142857142857
57,2020-05-09,Alabama,01,9668,390,2020,5,2020-05,7,283,14.571428571428571,293.85714285714283
58,2020-05-10,Alabama,01,9889,393,2020,5,2020-05,3,221,14.714285714285714,285.85714285714283
59,2020-05-11,Alabama,01,10164,403,2020,5,2020-05,10,275,15.0,293.14285714285717
60,2020-05-12,Alabama,01,10464,435,2020,5,2020-05,32,300,17.142857142857142,289.57142857142856
61,2020-05-13,Alabama,01,10700,450,2020,5,2020-05,15,236,15.285714285714286,287.0
62,2020-05-14,Alabama,01,11101,473,2020,5,2020-05,23,401,14.857142857142858,293.57142857142856
63,2020-05-15,Alabama,01,11373,483,2020,5,2020-05,10,272,14.285714285714286,284.0
64,2020-05-16,Alabama,01,11674,485,2020,5,2020-05,2,301,13.571428571428571,286.57142857142856
65,2020-05-17,Alabama,01,11771,488,2020,5,2020-05,3,97,13.571428571428571,268.85714285714283
66,2020-05-18,Alabama,01,12086,489,2020,5,2020-05,1,315,12.285714285714286,274.57142857142856
67,2020-05-19,Alabama,01,12376,504,2020,5,2020-05,15,290,9.857142857142858,273.14285714285717
68,2020-05-20,Alabama,01,13052,522,2020,5,2020-05,18,676,10.285714285714286,336.0
69,2020-05-21,Alabama,01,13414,529,2020,5,2020-05,7,362,8.0,330.42857142857144
70,2020-05-22,Alabama,01,13670,541,2020,5,2020-05,12,256,8.285714285714286,328.14285714285717
71,2020-05-23,Alabama,01,14149,549,2020,5,2020-05,8,479,9.142857142857142,353.57142857142856
72,2020-05-24,Alabama,01,14478,551,2020,5,2020-05,2,329,9.0,386.7142857142857
73,2020-05-25,Alabama,01,14986,566,2020,5,2020-05,15,508,11.0,414.2857142857143
74,2020-05-26,Alabama,01,15650,580,2020,5,2020-05,14,664,10.857142857142858,467.7142857142857
75,2020-05-27,Alabama,01,16032,583,2020,5,2020-05,3,382,8.714285714285714,425.7142857142857
76,2020-05-28,Alabama,01,16530,591,2020,5,2020-05,8,498,8.857142857142858,445.14285714285717
77,2020-05-29,Alabama,01,17031,610,2020,5,2020-05,19,501,9.857142857142858,480.14285714285717
78,2020-05-30,Alabama,01,17359,618,2020,5,2020-05,8,328,9.857142857142858,458.57142857142856
79,2020-05-31,Alabama,01,17952,630,2020,5,2020-05,12,593,11.285714285714286,496.2857142857143
80,2020-06-01,Alabama,01,18534,646,2020,6,2020-06,16,582,11.428571428571429,506.85714285714283
81,2020-06-02,Alabama,01,18771,653,2020,6,2020-06,7,237,10.428571428571429,445.85714285714283
82,2020-06-03,Alabama,01,18851,653,2020,6,2020-06,0,80,10.0,402.7142857142857
83,2020-06-04,Alabama,01,19072,653,2020,6,2020-06,0,221,8.857142857142858,363.14285714285717
84,2020-06-05,Alabama,01,19387,676,2020,6,2020-06,23,315,9.428571428571429,336.57142857142856
85,2020-06-06,Alabama,01,20043,689,2020,6,2020-06,13,656,10.142857142857142,383.42857142857144
86,2020-06-07,Alabama,01,20500,692,2020,6,2020-06,3,457,8.857142857142858,364.0
87,2020-06-08,Alabama,01,20925,718,2020,6,2020-06,26,425,10.285714285714286,341.57142857142856
88,2020-06-09,Alabama,01,21422,729,2020,6,2020-06,11,497,10.857142857142858,378.7142857142857
89,2020-06-10,Alabama,01,21989,744,2020,6,2020-06,15,567,13.0,448.2857142857143
90,2020-06-11,Alabama,01,22845,755,2020,6,2020-06,11,856,14.571428571428571,539.0
91,2020-06-12,Alabama,01,23710,769,2020,6,2020-06,14,865,13.285714285714286,617.5714285714286
92,2020-06-13,Alabama,01,24601,773,2020,6,2020-06,4,891,12.0,651.1428571428571
93,2020-06-14,Alabama,01,25615,773,2020,6,2020-06,0,1014,11.571428571428571,730.7142857142857
94,2020-06-15,Alabama,01,26272,774,2020,6,2020-06,1,657,8.0,763.8571428571429
95,2020-06-16,Alabama,01,26912,785,2020,6,2020-06,11,640,8.0,784.2857142857143
96,2020-06-17,Alabama,01,27312,790,2020,6,2020-06,5,400,6.571428571428571,760.4285714285714
97,2020-06-18,Alabama,01,28206,810,2020,6,2020-06,20,894,7.857142857142857,765.8571428571429
98,2020-06-19,Alabama,01,29002,822,2020,6,2020-06,12,796,7.571428571428571,756.0
99,2020-06-20,Alabama,01,29549,838,2020,6,2020-06,16,547,9.285714285714286,706.8571428571429
100,2020-06-21,Alabama,01,30021,839,2020,6,2020-06,1,472,9.428571428571429,629.4285714285714
101,2020-06-22,Alabama,01,30454,841,2020,6,2020-06,2,433,9.571428571428571,597.4285714285714
102,2020-06-23,Alabama,01,31097,864,2020,6,2020-06,23,643,11.285714285714286,597.8571428571429
103,2020-06-24,Alabama,01,32064,891,2020,6,2020-06,27,967,14.428571428571429,678.8571428571429
104,2020-06-25,Alabama,01,33206,896,2020,6,2020-06,5,1142,12.285714285714286,714.2857142857143
105,2020-06-26,Alabama,01,34183,907,2020,6,2020-06,11,977,12.142857142857142,740.1428571428571
106,2020-06-27,Alabama,01,35083,919,2020,6,2020-06,12,900,11.571428571428571,790.5714285714286
107,2020-06-28,Alabama,01,35441,919,2020,6,2020-06,0,358,11.428571428571429,774.2857142857143
108,2020-06-29,Alabama,01,37175,929,2020,6,2020-06,10,1734,12.571428571428571,960.1428571428571
109,2020-06-30,Alabama,01,38045,950,2020,6,2020-06,21,870,12.285714285714286,992.5714285714286
110,2020-07-01,Alabama,01,38962,972,2020,7,2020-07,22,917,11.571428571428571,985.4285714285714
111,2020-07-02,Alabama,01,40111,985,2020,7,2020-07,13,1149,12.714285714285714,986.4285714285714
112,2020-07-03,Alabama,01,41865,1006,2020,7,2020-07,21,1754,14.142857142857142,1097.4285714285713
113,2020-07-04,Alabama,01,42862,1007,2020,7,2020-07,1,997,12.571428571428571,1111.2857142857142
114,2020-07-05,Alabama,01,43953,1007,2020,7,2020-07,0,1091,12.571428571428571,1216.0
115,2020-07-06,Alabama,01,44878,1007,2020,7,2020-07,0,925,11.142857142857142,1100.4285714285713
116,2020-07-07,Alabama,01,45785,1033,2020,7,2020-07,26,907,11.857142857142858,1105.7142857142858
117,2020-07-08,Alabama,01,46962,1058,2020,7,2020-07,25,1177,12.285714285714286,1142.857142857143
118,2020-07-09,Alabama,01,49174,1068,2020,7,2020-07,10,2212,11.857142857142858,1294.7142857142858
119,2020-07-10,Alabama,01,50508,1104,2020,7,2020-07,36,1334,14.0,1234.7142857142858
120,2020-07-11,Alabama,01,51947,1114,2020,7,2020-07,10,1439,15.285714285714286,1297.857142857143
121,2020-07-12,Alabama,01,53587,1121,2020,7,2020-07,7,1640,16.285714285714285,1376.2857142857142
122,2020-07-13,Alabama,01,55545,1124,2020,7,2020-07,3,1958,16.714285714285715,1523.857142857143
123,2020-07-14,Alabama,01,57255,1164,2020,7,2020-07,40,1710,18.714285714285715,1638.5714285714287
124,2020-07-15,Alabama,01,59067,1211,2020,7,2020-07,47,1812,21.857142857142858,1729.2857142857142
125,2020-07-16,Alabama,01,61088,1230,2020,7,2020-07,19,2021,23.142857142857142,1702.0
126,2020-07-17,Alabama,01,63091,1265,2020,7,2020-07,35,2003,23.0,1797.5714285714287
127,2020-07-18,Alabama,01,65234,1286,2020,7,2020-07,21,2143,24.571428571428573,1898.142857142857
128,2020-07-19,Alabama,01,67011,1287,2020,7,2020-07,1,1777,23.714285714285715,1917.7142857142858
129,2020-07-20,Alabama,01,68891,1291,2020,7,2020-07,4,1880,23.857142857142858,1906.5714285714287
130,2020-07-21,Alabama,01,70358,1303,2020,7,2020-07,12,1467,19.857142857142858,1871.857142857143
131,2020-07-22,Alabama,01,71813,1364,2020,7,2020-07,61,1455,21.857142857142858,1820.857142857143
132,2020-07-23,Alabama,01,74212,1397,2020,7,2020-07,33,2399,23.857142857142858,1874.857142857143
133,2020-07-24,Alabama,01,76005,1438,2020,7,2020-07,41,1793,24.714285714285715,1844.857142857143
134,2020-07-25,Alabama,01,78130,1456,2020,7,2020-07,18,2125,24.285714285714285,1842.2857142857142
135,2020-07-26,Alabama,01,79294,1473,2020,7,2020-07,17,1164,26.571428571428573,1754.7142857142858
136,2020-07-27,Alabama,01,81115,1491,2020,7,2020-07,18,1821,28.571428571428573,1746.2857142857142
137,2020-07-28,Alabama,01,82366,1491,2020,7,2020-07,0,1251,26.857142857142858,1715.4285714285713
138,2020-07-29,Alabama,01,83782,1538,2020,7,2020-07,47,1416,24.857142857142858,1709.857142857143
139,2020-07-30,Alabama,01,85762,1565,2020,7,2020-07,27,1980,24.0,1650.0
140,2020-07-31,Alabama,01,87723,1580,2020,7,2020-07,15,1961,20.285714285714285,1674.0
141,2020-08-01,Alabama,01,89349,1603,2020,8,2020-08,23,1626,21.0,1602.7142857142858
142,2020-08-02,Alabama,01,91444,1627,2020,8,2020-08,24,2095,22.0,1735.7142857142858
143,2020-08-03,Alabama,01,92661,1633,2020,8,2020-08,6,1217,20.285714285714285,1649.4285714285713
144,2020-08-04,Alabama,01,93702,1666,2020,8,2020-08,33,1041,25.0,1619.4285714285713
145,2020-08-05,Alabama,01,94654,1695,2020,8,2020-08,29,952,22.428571428571427,1553.142857142857
146,2020-08-06,Alabama,01,96592,1714,2020,8,2020-08,19,1938,21.285714285714285,1547.142857142857
147,2020-08-07,Alabama,01,98301,1735,2020,8,2020-08,21,1709,22.142857142857142,1511.142857142857
148,2020-08-08,Alabama,01,100173,1755,2020,8,2020-08,20,1872,21.714285714285715,1546.2857142857142
149,2020-08-09,Alabama,01,101334,1768,2020,8,2020-08,13,1161,20.142857142857142,1412.857142857143
150,2020-08-10,Alabama,01,103020,1797,2020,8,2020-08,29,1686,23.428571428571427,1479.857142857143
151,2020-08-11,Alabama,01,103851,1847,2020,8,2020-08,50,831,25.857142857142858,1449.857142857143
152,2020-08-12,Alabama,01,104786,1882,2020,8,2020-08,35,935,26.714285714285715,1447.4285714285713
153,2020-08-13,Alabama,01,105557,1890,2020,8,2020-08,8,771,25.142857142857142,1280.7142857142858
154,2020-08-14,Alabama,01,106309,1893,2020,8,2020-08,3,752,22.571428571428573,1144.0
155,2020-08-15,Alabama,01,107580,1896,2020,8,2020-08,3,1271,20.142857142857142,1058.142857142857
156,2020-08-16,Alabama,01,108433,1898,2020,8,2020-08,2,853,18.571428571428573,1014.1428571428571
157,2020-08-17,Alabama,01,109004,1925,2020,8,2020-08,27,571,18.285714285714285,854.8571428571429
158,2020-08-18,Alabama,01,110361,1936,2020,8,2020-08,11,1357,12.714285714285714,930.0
159,2020-08-19,Alabama,01,111478,1944,2020,8,2020-08,8,1117,8.857142857142858,956.0
160,2020-08-20,Alabama,01,112449,1974,2020,8,2020-08,30,971,12.0,984.5714285714286
161,2020-08-21,Alabama,01,113632,1996,2020,8,2020-08,22,1183,14.714285714285714,1046.142857142857
162,2020-08-22,Alabama,01,114532,2011,2020,8,2020-08,15,900,16.428571428571427,993.1428571428571
163,2020-08-23,Alabama,01,115060,2013,2020,8,2020-08,2,528,16.428571428571427,946.7142857142857
164,2020-08-24,Alabama,01,116710,2024,2020,8,2020-08,11,1650,14.142857142857142,1100.857142857143
165,2020-08-25,Alabama,01,117242,2037,2020,8,2020-08,13,532,14.428571428571429,983.0
166,2020-08-26,Alabama,01,119254,2045,2020,8,2020-08,8,2012,14.428571428571429,1110.857142857143
167,2020-08-27,Alabama,01,121023,2076,2020,8,2020-08,31,1769,14.571428571428571,1224.857142857143
168,2020-08-28,Alabama,01,122185,2107,2020,8,2020-08,31,1162,15.857142857142858,1221.857142857143
169,2020-08-29,Alabama,01,123889,2152,2020,8,2020-08,45,1704,20.142857142857142,1336.7142857142858
170,2020-08-30,Alabama,01,125235,2162,2020,8,2020-08,10,1346,21.285714285714285,1453.5714285714287
171,2020-08-31,Alabama,01,126058,2182,2020,8,2020-08,20,823,22.571428571428573,1335.4285714285713
172,2020-09-01,Alabama,01,127616,2200,2020,9,2020-09,18,1558,23.285714285714285,1482.0
173,2020-09-02,Alabama,01,128239,2217,2020,9,2020-09,17,623,24.571428571428573,1283.5714285714287
174,2020-09-03,Alabama,01,129285,2233,2020,9,2020-09,16,1046,22.428571428571427,1180.2857142857142
175,2020-09-04,Alabama,01,130393,2266,2020,9,2020-09,33,1108,22.714285714285715,1172.5714285714287
176,2020-09-05,Alabama,01,131803,2275,2020,9,2020-09,9,1410,17.571428571428573,1130.5714285714287
177,2020-09-06,Alabama,01,132314,2276,2020,9,2020-09,1,511,16.285714285714285,1011.2857142857143
178,2020-09-07,Alabama,01,132973,2276,2020,9,2020-09,0,659,13.428571428571429,987.8571428571429
179,2020-09-08,Alabama,01,133606,2277,2020,9,2020-09,1,633,11.0,855.7142857142857
180,2020-09-09,Alabama,01,134417,2285,2020,9,2020-09,8,811,9.714285714285714,882.5714285714286
181,2020-09-10,Alabama,01,135565,2301,2020,9,2020-09,16,1148,9.714285714285714,897.1428571428571
182,2020-09-11,Alabama,01,136703,2333,2020,9,2020-09,32,1138,9.571428571428571,901.4285714285714
183,2020-09-12,Alabama,01,137646,2350,2020,9,2020-09,17,943,10.714285714285714,834.7142857142857
184,2020-09-13,Alabama,01,138755,2351,2020,9,2020-09,1,1109,10.714285714285714,920.1428571428571
185,2020-09-14,Alabama,01,139459,2355,2020,9,2020-09,4,704,11.285714285714286,926.5714285714286
186,2020-09-15,Alabama,01,140160,2387,2020,9,2020-09,32,701,15.714285714285714,936.2857142857143
187,2020-09-16,Alabama,01,141087,2392,2020,9,2020-09,5,927,15.285714285714286,952.8571428571429
188,2020-09-17,Alabama,01,141757,2401,2020,9,2020-09,9,670,14.285714285714286,884.5714285714286
189,2020-09-18,Alabama,01,142863,2428,2020,9,2020-09,27,1106,13.571428571428571,880.0
190,2020-09-19,Alabama,01,144164,2437,2020,9,2020-09,9,1301,12.428571428571429,931.1428571428571
191,2020-09-20,Alabama,01,144962,2437,2020,9,2020-09,0,798,12.285714285714286,886.7142857142857
192,2020-09-21,Alabama,01,145780,2439,2020,9,2020-09,2,818,12.0,903.0
193,2020-09-22,Alabama,01,146584,2457,2020,9,2020-09,18,804,10.0,917.7142857142857
194,2020-09-23,Alabama,01,147153,2488,2020,9,2020-09,31,569,13.714285714285714,866.5714285714286
195,2020-09-24,Alabama,01,148206,2506,2020,9,2020-09,18,1053,15.0,921.2857142857143
196,2020-09-25,Alabama,01,150658,2491,2020,9,2020-09,0,2452,11.142857142857142,1113.5714285714287
197,2020-09-26,Alabama,01,151591,2501,2020,9,2020-09,10,933,11.285714285714286,1061.0
198,2020-09-27,Alabama,01,152321,2502,2020,9,2020-09,1,730,11.428571428571429,1051.2857142857142
199,2020-09-28,Alabama,01,152983,2501,2020,9,2020-09,0,662,11.142857142857142,1029.0
200,2020-09-29,Alabama,01,153554,2517,2020,9,2020-09,16,571,10.857142857142858,995.7142857142857
201,2020-09-30,Alabama,01,154701,2540,2020,9,2020-09,23,1147,9.714285714285714,1078.2857142857142
202,2020-10-01,Alabama,01,155744,2548,2020,10,2020-10,8,1043,8.285714285714286,1076.857142857143
203,2020-10-02,Alabama,01,156698,2550,2020,10,2020-10,2,954,8.571428571428571,862.8571428571429
204,2020-10-03,Alabama,01,158380,2558,2020,10,2020-10,8,1682,8.285714285714286,969.8571428571429
205,2020-10-04,Alabama,01,159169,2558,2020,10,2020-10,0,789,8.142857142857142,978.2857142857143
206,2020-10-05,Alabama,01,159713,2559,2020,10,2020-10,1,544,8.285714285714286,961.4285714285714
207,2020-10-06,Alabama,01,160477,2580,2020,10,2020-10,21,764,9.0,989.0
208,2020-10-07,Alabama,01,161418,2601,2020,10,2020-10,21,941,8.714285714285714,959.5714285714286
209,2020-10-08,Alabama,01,161975,2637,2020,10,2020-10,36,557,12.714285714285714,890.1428571428571
210,2020-10-09,Alabama,01,163465,2653,2020,10,2020-10,16,1490,14.714285714285714,966.7142857142857
211,2020-10-10,Alabama,01,164526,2664,2020,10,2020-10,11,1061,15.142857142857142,878.0
212,2020-10-11,Alabama,01,165342,2664,2020,10,2020-10,0,816,15.142857142857142,881.8571428571429
213,2020-10-12,Alabama,01,166076,2665,2020,10,2020-10,1,734,15.142857142857142,909.0
214,2020-10-13,Alabama,01,167193,2665,2020,10,2020-10,0,1117,12.142857142857142,959.4285714285714
215,2020-10-14,Alabama,01,167977,2706,2020,10,2020-10,41,784,15.0,937.0
216,2020-10-15,Alabama,01,169162,2756,2020,10,2020-10,50,1185,17.0,1026.7142857142858
217,2020-10-16,Alabama,01,170374,2786,2020,10,2020-10,30,1212,19.0,987.0
218,2020-10-17,Alabama,01,171662,2788,2020,10,2020-10,2,1288,17.714285714285715,1019.4285714285714
219,2020-10-18,Alabama,01,172626,2788,2020,10,2020-10,0,964,17.714285714285715,1040.5714285714287
220,2020-10-19,Alabama,01,173485,2789,2020,10,2020-10,1,859,17.714285714285715,1058.4285714285713
221,2020-10-20,Alabama,01,174528,2805,2020,10,2020-10,16,1043,20.0,1047.857142857143
222,2020-10-21,Alabama,01,175674,2828,2020,10,2020-10,23,1146,17.428571428571427,1099.5714285714287
223,2020-10-22,Alabama,01,177064,2843,2020,10,2020-10,15,1390,12.428571428571429,1128.857142857143
224,2020-10-23,Alabama,01,180916,2859,2020,10,2020-10,16,3852,10.428571428571429,1506.0
225,2020-10-24,Alabama,01,183276,2866,2020,10,2020-10,7,2360,11.142857142857142,1659.142857142857
226,2020-10-25,Alabama,01,184355,2866,2020,10,2020-10,0,1079,11.142857142857142,1675.5714285714287
227,2020-10-26,Alabama,01,185322,2866,2020,10,2020-10,0,967,11.0,1691.0
228,2020-10-27,Alabama,01,186437,2892,2020,10,2020-10,26,1115,12.428571428571429,1701.2857142857142
229,2020-10-28,Alabama,01,187706,2911,2020,10,2020-10,19,1269,11.857142857142858,1718.857142857143
230,2020-10-29,Alabama,01,189149,2914,2020,10,2020-10,3,1443,10.142857142857142,1726.4285714285713
231,2020-10-30,Alabama,01,190496,2932,2020,10,2020-10,18,1347,10.428571428571429,1368.5714285714287
232,2020-10-31,Alabama,01,192285,2967,2020,10,2020-10,35,1789,14.428571428571429,1287.0
233,2020-11-01,Alabama,01,193985,2973,2020,11,2020-11,6,1700,15.285714285714286,1375.7142857142858
234,2020-11-02,Alabama,01,194892,2973,2020,11,2020-11,0,907,15.285714285714286,1367.142857142857
235,2020-11-03,Alabama,01,195929,2987,2020,11,2020-11,14,1037,13.571428571428571,1356.0
236,2020-11-04,Alabama,01,197777,3006,2020,11,2020-11,19,1848,13.571428571428571,1438.7142857142858
237,2020-11-05,Alabama,01,199158,3026,2020,11,2020-11,20,1381,16.0,1429.857142857143
238,2020-11-06,Alabama,01,200714,3049,2020,11,2020-11,23,1556,16.714285714285715,1459.7142857142858
239,2020-11-07,Alabama,01,202482,3082,2020,11,2020-11,33,1768,16.428571428571427,1456.7142857142858
240,2020-11-08,Alabama,01,203687,3084,2020,11,2020-11,2,1205,15.857142857142858,1386.0
241,2020-11-09,Alabama,01,204857,3084,2020,11,2020-11,0,1170,15.857142857142858,1423.5714285714287
242,2020-11-10,Alabama,01,206567,3120,2020,11,2020-11,36,1710,19.0,1519.7142857142858
243,2020-11-11,Alabama,01,208637,3201,2020,11,2020-11,81,2070,27.857142857142858,1551.4285714285713
244,2020-11-12,Alabama,01,210637,3213,2020,11,2020-11,12,2000,26.714285714285715,1639.857142857143
245,2020-11-13,Alabama,01,213617,3231,2020,11,2020-11,18,2980,26.0,1843.2857142857142
246,2020-11-14,Alabama,01,215843,3246,2020,11,2020-11,15,2226,23.428571428571427,1908.7142857142858
247,2020-11-15,Alabama,01,217822,3248,2020,11,2020-11,2,1979,23.428571428571427,2019.2857142857142
248,2020-11-16,Alabama,01,219232,3249,2020,11,2020-11,1,1410,23.571428571428573,2053.5714285714284
249,2020-11-17,Alabama,01,220848,3301,2020,11,2020-11,52,1616,25.857142857142858,2040.142857142857
250,2020-11-18,Alabama,01,223486,3347,2020,11,2020-11,46,2638,20.857142857142858,2121.285714285714
251,2020-11-19,Alabama,01,225910,3419,2020,11,2020-11,72,2424,29.428571428571427,2181.8571428571427
252,2020-11-20,Alabama,01,228373,3451,2020,11,2020-11,32,2463,31.428571428571427,2108.0
253,2020-11-21,Alabama,01,230708,3457,2020,11,2020-11,6,2335,30.142857142857142,2123.5714285714284
254,2020-11-22,Alabama,01,232506,3457,2020,11,2020-11,0,1798,29.857142857142858,2097.714285714286
255,2020-11-23,Alabama,01,234080,3459,2020,11,2020-11,2,1574,30.0,2121.1428571428573
256,2020-11-24,Alabama,01,236865,3472,2020,11,2020-11,13,2785,24.428571428571427,2288.1428571428573
257,2020-11-25,Alabama,01,239318,3532,2020,11,2020-11,60,2453,26.428571428571427,2261.714285714286
258,2020-11-26,Alabama,01,241957,3572,2020,11,2020-11,40,2639,21.857142857142858,2292.4285714285716
259,2020-11-27,Alabama,01,242874,3572,2020,11,2020-11,0,917,17.285714285714285,2071.5714285714284
260,2020-11-28,Alabama,01,244993,3572,2020,11,2020-11,0,2119,16.428571428571427,2040.7142857142858
261,2020-11-29,Alabama,01,247229,3577,2020,11,2020-11,5,2236,17.142857142857142,2103.285714285714
262,2020-11-30,Alabama,01,249524,3578,2020,11,2020-11,1,2295,17.0,2206.285714285714
263,2020-12-01,Alabama,01,252900,3638,2020,12,2020-12,60,3376,23.714285714285715,2290.714285714286
264,2020-12-02,Alabama,01,256828,3711,2020,12,2020-12,73,3928,25.571428571428573,2501.4285714285716
265,2020-12-03,Alabama,01,260359,3776,2020,12,2020-12,65,3531,29.142857142857142,2628.8571428571427
266,2020-12-04,Alabama,01,264199,3831,2020,12,2020-12,55,3840,37.0,3046.4285714285716
267,2020-12-05,Alabama,01,267589,3877,2020,12,2020-12,46,3390,43.57142857142857,3228.0
268,2020-12-06,Alabama,01,269877,3889,2020,12,2020-12,12,2288,44.57142857142857,3235.4285714285716
269,2020-12-07,Alabama,01,272229,3892,2020,12,2020-12,3,2352,44.857142857142854,3243.5714285714284
270,2020-12-08,Alabama,01,276665,3942,2020,12,2020-12,50,4436,43.42857142857143,3395.0
271,2020-12-09,Alabama,01,280187,3985,2020,12,2020-12,43,3522,39.142857142857146,3337.0
272,2020-12-10,Alabama,01,284922,4034,2020,12,2020-12,49,4735,36.857142857142854,3509.0
273,2020-12-11,Alabama,01,288775,4086,2020,12,2020-12,52,3853,36.42857142857143,3510.8571428571427
